Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"FBXO11","F-Box Protein 11","Protein Coding","42","GC02M047789","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO11"
"MC5R","Melanocortin 5 Receptor","Protein Coding","42","GC18P013815","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC5R"
"DIAPH3","Diaphanous Related Formin 3","Protein Coding","42","GC13M059665","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIAPH3"
"EEF1B2","Eukaryotic Translation Elongation Factor 1 Beta 2","Protein Coding","42","GC02P206159","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1B2"
"PARD6A","Par-6 Family Cell Polarity Regulator Alpha","Protein Coding","42","GC16P067661","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD6A"
"RPS26","Ribosomal Protein S26","Protein Coding","42","GC12P056043","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS26"
"RPS17","Ribosomal Protein S17","Protein Coding","42","GC15M082536","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17"
"RPL7A","Ribosomal Protein L7a","Protein Coding","42","GC09P133348","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7A"
"SLC30A10","Solute Carrier Family 30 Member 10","Protein Coding","42","GC01M219685","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A10"
"OPHN1","Oligophrenin 1","Protein Coding","42","GC0XM068042","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPHN1"
"SENP1","SUMO Specific Peptidase 1","Protein Coding","42","GC12M048042","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1"
"SPRY1","Sprouty RTK Signaling Antagonist 1","Protein Coding","42","GC04P123396","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY1"
"RB1CC1","RB1 Inducible Coiled-Coil 1","Protein Coding","42","GC08M052622","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1CC1"
"RPL31","Ribosomal Protein L31","Protein Coding","42","GC02P100985","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL31"
"GBA2","Glucosylceramidase Beta 2","Protein Coding","41","GC09M035726","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA2"
"GIPC1","GIPC PDZ Domain Containing Family Member 1","Protein Coding","41","GC19M014450","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC1"
"HAGH","Hydroxyacylglutathione Hydrolase","Protein Coding","41","GC16M001795","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGH"
"RPL3","Ribosomal Protein L3","Protein Coding","41","GC22M045394","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL3"
"RPL34","Ribosomal Protein L34","Protein Coding","41","GC04P108620","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL34"
"SEL1L","SEL1L Adaptor Subunit Of ERAD E3 Ubiquitin Ligase","Protein Coding","41","GC14M081471","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L"
"ICMT","Isoprenylcysteine Carboxyl Methyltransferase","Protein Coding","41","GC01M006222","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICMT"
"IFITM1","Interferon Induced Transmembrane Protein 1","Protein Coding","41","GC11P000313","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFITM1"
"RPS12","Ribosomal Protein S12","Protein Coding","41","GC06P132814","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS12"
"PLIN3","Perilipin 3","Protein Coding","41","GC19M004839","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN3"
"NR2E3","Nuclear Receptor Subfamily 2 Group E Member 3","Protein Coding","41","GC15P071792","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E3"
"SRSF1","Serine And Arginine Rich Splicing Factor 1","Protein Coding","41","GC17M058000","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1"
"TOB1","Transducer Of ERBB2, 1","Protein Coding","41","GC17M050862","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOB1"
"RPL23A","Ribosomal Protein L23a","Protein Coding","41","GC17P028719","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23A"
"DLX3","Distal-Less Homeobox 3","Protein Coding","41","GC17M049990","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX3"
"RANGAP1","Ran GTPase Activating Protein 1","Protein Coding","41","GC22M041244","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANGAP1"
"PSMB3","Proteasome 20S Subunit Beta 3","Protein Coding","41","GC17P038752","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB3"
"RCHY1","Ring Finger And CHY Zinc Finger Domain Containing 1","Protein Coding","41","GC04M075479","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1"
"GMFB","Glia Maturation Factor Beta","Protein Coding","40","GC14M054474","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMFB"
"ARF3","ADP Ribosylation Factor 3","Protein Coding","40","GC12M048947","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF3"
"ARFIP2","ADP Ribosylation Factor Interacting Protein 2","Protein Coding","40","GC11M006476","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP2"
"GADD45G","Growth Arrest And DNA Damage Inducible Gamma","Protein Coding","40","GC09P089605","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45G"
"DNAJC3","DnaJ Heat Shock Protein Family (Hsp40) Member C3","Protein Coding","40","GC13P095677","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC3"
"CD8B","CD8b Molecule","Protein Coding","40","GC02M086815","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD8B"
"GPR1","G Protein-Coupled Receptor 1","Protein Coding","40","GC02M206175","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR1"
"DAPP1","Dual Adaptor Of Phosphotyrosine And 3-Phosphoinositides 1","Protein Coding","40","GC04P099816","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPP1"
"EIF6","Eukaryotic Translation Initiation Factor 6","Protein Coding","40","GC20M035278","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF6"
"PDCL","Phosducin Like","Protein Coding","40","GC09M122798","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCL"
"NUP153","Nucleoporin 153","Protein Coding","40","GC06M017615","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153"
"KCNS3","Potassium Voltage-Gated Channel Modifier Subfamily S Member 3","Protein Coding","40","GC02P017877","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNS3"
"KIF4A","Kinesin Family Member 4A","Protein Coding","40","GC0XP070290","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF4A"
"RAB18","RAB18, Member RAS Oncogene Family","Protein Coding","40","GC10P027504","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB18"
"MT1A","Metallothionein 1A","Protein Coding","40","GC16P056638","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1A"
"MGAT5B","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase B","Protein Coding","39","GC17P076868","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5B"
"ARFGEF1","ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 1","Protein Coding","39","GC08M067173","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF1"
"LYPLA2","Lysophospholipase 2","Protein Coding","39","GC01P023790","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLA2"
"FBXL3","F-Box And Leucine Rich Repeat Protein 3","Protein Coding","39","GC13M076992","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL3"
"BCL2L13","BCL2 Like 13","Protein Coding","39","GC22P017628","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L13"
"GTF2F1","General Transcription Factor IIF Subunit 1","Protein Coding","39","GC19M006381","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2F1"
"CEP170","Centrosomal Protein 170","Protein Coding","39","GC01M243124","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP170"
"RPL14","Ribosomal Protein L14","Protein Coding","39","GC03P040458","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL14"
"CDCP1","CUB Domain Containing Protein 1","Protein Coding","39","GC03M045082","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCP1"
"DBNL","Drebrin Like","Protein Coding","39","GC07P044044","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBNL"
"RNF41","Ring Finger Protein 41","Protein Coding","39","GC12M056202","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41"
"RPL24","Ribosomal Protein L24","Protein Coding","39","GC03M101681","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL24"
"SLA","Src Like Adaptor","Protein Coding","39","GC08M133040","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLA"
"SNX2","Sorting Nexin 2","Protein Coding","39","GC05P122774","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX2"
"RPL6","Ribosomal Protein L6","Protein Coding","39","GC12M112320","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL6"
"PGRMC2","Progesterone Receptor Membrane Component 2","Protein Coding","39","GC04M128269","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGRMC2"
"TXNDC5","Thioredoxin Domain Containing 5","Protein Coding","39","GC06M007893","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC5"
"SVIL","Supervillin","Protein Coding","39","GC10M030482","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVIL"
"KLHL20","Kelch Like Family Member 20","Protein Coding","39","GC01P173714","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL20"
"RAB11FIP1","RAB11 Family Interacting Protein 1","Protein Coding","39","GC08M037858","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP1"
"EIF2A","Eukaryotic Translation Initiation Factor 2A","Protein Coding","39","GC03P150546","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2A"
"NCAPG","Non-SMC Condensin I Complex Subunit G","Protein Coding","39","GC04P017812","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPG"
"NPAS3","Neuronal PAS Domain Protein 3","Protein Coding","39","GC14P032934","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS3"
"ZNF462","Zinc Finger Protein 462","Protein Coding","39","GC09P106860","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF462"
"EVC","EvC Ciliary Complex Subunit 1","Protein Coding","38","GC04P005712","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVC"
"LRRFIP1","LRR Binding FLII Interacting Protein 1","Protein Coding","38","GC02P237627","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRFIP1"
"CYGB","Cytoglobin","Protein Coding","38","GC17M076527","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYGB"
"HECTD1","HECT Domain E3 Ubiquitin Protein Ligase 1","Protein Coding","38","GC14M031100","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1"
"HEXIM1","HEXIM P-TEFb Complex Subunit 1","Protein Coding","38","GC17P045147","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXIM1"
"HNRNPH1","Heterogeneous Nuclear Ribonucleoprotein H1","Protein Coding","38","GC05M179614","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH1"
"DEFA5","Defensin Alpha 5","Protein Coding","38","GC08M007057","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA5"
"EIF3E","Eukaryotic Translation Initiation Factor 3 Subunit E","Protein Coding","38","GC08M108201","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3E"
"EMILIN1","Elastin Microfibril Interfacer 1","Protein Coding","38","GC02P027078","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMILIN1"
"RSPO3","R-Spondin 3","Protein Coding","38","GC06P127118","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPO3"
"OLIG1","Oligodendrocyte Transcription Factor 1","Protein Coding","38","GC21P033070","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG1"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","38","GC05P154682","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"TAS1R1","Taste 1 Receptor Member 1","Protein Coding","38","GC01P006555","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS1R1"
"RND1","Rho Family GTPase 1","Protein Coding","38","GC12M048857","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RND1"
"CAND1","Cullin Associated And Neddylation Dissociated 1","Protein Coding","37","GC12P067270","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAND1"
"GATAD2A","GATA Zinc Finger Domain Containing 2A","Protein Coding","37","GC19P023337","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATAD2A"
"GHITM","Growth Hormone Inducible Transmembrane Protein","Protein Coding","37","GC10P084139","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHITM"
"APOL6","Apolipoprotein L6","Protein Coding","37","GC22P035648","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL6"
"FAM83H","Family With Sequence Similarity 83 Member H","Protein Coding","37","GC08M143723","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83H"
"ADO","2-Aminoethanethiol Dioxygenase","Protein Coding","37","GC10P062804","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADO"
"BTG2","BTG Anti-Proliferation Factor 2","Protein Coding","37","GC01P203305","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG2"
"COG6","Component Of Oligomeric Golgi Complex 6","Protein Coding","37","GC13P039655","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG6"
"EBNA1BP2","EBNA1 Binding Protein 2","Protein Coding","37","GC01M043165","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBNA1BP2"
"N4BP1","NEDD4 Binding Protein 1","Protein Coding","37","GC16M048538","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=N4BP1"
"GPSM1","G Protein Signaling Modulator 1","Protein Coding","37","GC09P136327","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM1"
"OLFM4","Olfactomedin 4","Protein Coding","37","GC13P053028","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFM4"
"NTAN1","N-Terminal Asparagine Amidase","Protein Coding","37","GC16M015037","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTAN1"
"PTCRA","Pre T Cell Antigen Receptor Alpha","Protein Coding","37","GC06P042915","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCRA"
"RBM39","RNA Binding Motif Protein 39","Protein Coding","37","GC20M035703","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM39"
"STXBP6","Syntaxin Binding Protein 6","Protein Coding","37","GC14M024812","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP6"
"SPA17","Sperm Autoantigenic Protein 17","Protein Coding","37","GC11P124673","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPA17"
"SF3A3","Splicing Factor 3a Subunit 3","Protein Coding","37","GC01M037956","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A3"
"ZC3HAV1","Zinc Finger CCCH-Type Containing, Antiviral 1","Protein Coding","37","GC07M139044","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HAV1"
"ZDHHC5","Zinc Finger DHHC-Type Palmitoyltransferase 5","Protein Coding","37","GC11P057670","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC5"
"ARHGAP22","Rho GTPase Activating Protein 22","Protein Coding","36","GC10M048430","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP22"
"FBXL19","F-Box And Leucine Rich Repeat Protein 19","Protein Coding","36","GC16P030934","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL19"
"ABCF3","ATP Binding Cassette Subfamily F Member 3","Protein Coding","36","GC03P184186","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF3"
"ADAM33","ADAM Metallopeptidase Domain 33","Protein Coding","36","GC20M003596","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM33"
"FNBP1L","Formin Binding Protein 1 Like","Protein Coding","36","GC01P093448","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNBP1L"
"CLMN","Calmin","Protein Coding","36","GC14M095181","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLMN"
"CHORDC1","Cysteine And Histidine Rich Domain Containing 1","Protein Coding","36","GC11M090200","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1"
"PSPC1","Paraspeckle Component 1","Protein Coding","36","GC13M019674","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSPC1"
"SRGAP2","SLIT-ROBO Rho GTPase Activating Protein 2","Protein Coding","36","GC01P206203","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP2"
"U2SURP","U2 SnRNP Associated SURP Domain Containing","Protein Coding","36","GC03P142964","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2SURP"
"RAPH1","Ras Association (RalGDS/AF-6) And Pleckstrin Homology Domains 1","Protein Coding","36","GC02M203394","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPH1"
"INTS7","Integrator Complex Subunit 7","Protein Coding","36","GC01M211940","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS7"
"NASP","Nuclear Autoantigenic Sperm Protein","Protein Coding","36","GC01P045583","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NASP"
"FBXL7","F-Box And Leucine Rich Repeat Protein 7","Protein Coding","35","GC05P015553","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL7"
"LZTS2","Leucine Zipper Tumor Suppressor 2","Protein Coding","35","GC10P100996","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS2"
"MACROH2A1","MacroH2A.1 Histone","Protein Coding","35","GC05M135334","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACROH2A1"
"ANKRD28","Ankyrin Repeat Domain 28","Protein Coding","35","GC03M015667","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD28"
"GPRASP1","G Protein-Coupled Receptor Associated Sorting Protein 1","Protein Coding","35","GC0XP102651","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRASP1"
"PDAP1","PDGFA Associated Protein 1","Protein Coding","35","GC07M099392","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDAP1"
"SEPTIN9","Septin 9","Protein Coding","35","GC17P077282","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN9"
"IFNA21","Interferon Alpha 21","Protein Coding","35","GC09M021165","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA21"
"PLEKHO2","Pleckstrin Homology Domain Containing O2","Protein Coding","35","GC15P073903","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHO2"
"UBAP2L","Ubiquitin Associated Protein 2 Like","Protein Coding","35","GC01P154219","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2L"
"KLHL5","Kelch Like Family Member 5","Protein Coding","35","GC04P039044","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL5"
"STON1","Stonin 1","Protein Coding","35","GC02P048530","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STON1"
"ZNF185","Zinc Finger Protein 185 With LIM Domain","Protein Coding","35","GC0XP152898","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF185"
"VPS26B","VPS26, Retromer Complex Component B","Protein Coding","35","GC11P134224","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26B"
"F8A1","Coagulation Factor VIII Associated 1","Protein Coding","34","GC0XP154886","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8A1"
"FAM83B","Family With Sequence Similarity 83 Member B","Protein Coding","34","GC06P054846","0.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83B"
